鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
前鎮區,房地(土地+建物)+車位,瑞泰街140巷1~30號,19.18,都市：其他:第三種商業區,,,1091111,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880903,205.15,4,2,2,有,有,11200000,54594,坡道平面,36.13,0,,RPWNMLTJKHGGFCE38DA,113.82,12.79,0.0,有,
前鎮區,房地(土地+建物)+車位,民權二路511~540號,19.13,都市：其他:第五種住宅區,,,1091229,土地1建物1車位2,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970307,400.28,3,3,2,有,有,31000000,77446,坡道平面,29.54,0,,RPQNMLRKKHGGFCE67DA,226.34,36.05,0.0,有,
苓雅區,房地(土地+建物)+車位,仁德街1~30號,16.78,都市：其他:第四種商業區,,,1091225,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921128,178.0,4,2,2,有,有,12200000,63753,坡道平面,14.87,1800000,陽台外推;,RPPNMLKKJHGGFBE66DA,108.57,11.67,0.0,有,
苓雅區,房地(土地+建物),新光路62巷1~30號,4.02,都市：其他:第三種特定商業專用區,,,1100111,土地1建物1車位0,十七層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,94.72,2,1,1,有,有,3500000,36951,,0.0,0,,RPTNMLLLJHGGFBE27DA,59.7,13.71,0.0,有,
前金區,房地(土地+建物)+車位,民生二路181~210號,15.11,都市：其他:第五種商業區,,,1091229,土地1建物1車位2,六層,三十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0990602,395.62,4,2,4,有,有,30000000,71005,坡道機械,18.18,3200000,,RPSNMLTJKHGGFAE77DA,251.83,8.94,0.0,有,
鼓山區,房地(土地+建物)+車位,昌盛路61~90號,8.18,都市：其他:第四種商業區,,,1100110,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940921,94.84,3,2,1,有,有,7000000,73809,坡道機械,7.73,0,,RPQQMLNKJHGGFAE27DA,56.44,4.41,0.0,有,173.0
板橋區,房地(土地+建物),南雅東路1~30號,10.58,都市：其他:住宅區,,,1091227,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960814,112.97999999999999,3,2,2,有,有,16300000,144273,,0.0,0,陽台外推;,RPQSMLRLJHGGFAF08DA,69.08,4.8,7.53,有,
土城區,房地(土地+建物),清水路331~360號,4.92,都市：其他:第二種住宅區,,,1100103,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851220,67.73,2,2,1,有,有,7080000,104533,,0.0,0,,RPPQMLLJKHGGFAF07DA,55.21,0.0,6.08,有,2.0
板橋區,房地(土地+建物)+車位,區運路91~120號,19.4,都市：其他:第二種特定專用區,,,1091130,土地1建物1車位2,六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980115,323.03,3,2,2,有,有,48000000,148593,坡道平面,52.08,0,,RPPSMLLJKHGGFAF27DA,166.01,5.87,20.63,有,3.0
板橋區,房地(土地+建物)+車位,廣和街61~90號,14.49,都市：其他:住宅區,,,1100110,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971120,139.38,2,2,1,有,有,16200000,121345,坡道平面,20.71,1800000,陽台外推;夾層;其他增建;,RPWQMLMJKHGGFAF87DA,59.68,7.78,8.71,有,5.0
板橋區,房地(土地+建物)+車位,長江路二段61~90號,8.92,都市：其他:住宅區,,,1091218,土地1建物1車位1,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870622,163.02,3,2,2,有,有,16000000,98147,坡道機械,16.23,0,,RPQOMLPJKHGGFAF37DA,99.34,1.15,17.4,有,
板橋區,房地(土地+建物),民生路三段61~90號,5.17,都市：其他:住宅區,,,1100106,土地1建物1車位0,六層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0891009,86.55999999999999,2,2,1,有,有,15700000,181377,,0.0,0,,RPOQMLPJKHGGFAF37DA,59.79,0.0,9.53,有,
林口區,房地(土地+建物)+車位,文化三路一段361~390號,17.28,都市：其他:中心商業區,,,1091231,土地2建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,163.17000000000002,3,2,2,有,有,15200000,93154,坡道平面,34.38,0,,RPSNMLMKJHGGFBF27DA,84.57,0.0,8.88,有,
泰山區,房地(土地+建物),仁義路121~150號,11.88,都市：其他:商業區,,,1091210,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950605,112.22,3,2,2,有,有,10880000,96952,,0.0,0,,RPTSMLOJKHGGFBF08DA,71.35,1.3,10.27,有,
新店區,房地(土地+建物)+車位,安祥路110巷30弄1~30號,69.11,,山坡地保育區,丙種建築用地,1100102,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841115,155.54,3,2,2,有,有,6580000,42304,坡道平面,0.0,0,其他增建;,RPPOMLTKJHGGFCF87DA,91.46,0.0,12.37,有,
新店區,房地(土地+建物)+車位,寶橋路78巷91~120號,13.86,都市：其他:住宅區,,,1100101,土地1建物1車位1,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,162.04000000000002,3,2,2,有,有,25800000,159220,坡道平面,24.42,0,其他增建;,RPRQMLQLJHGGFCF08DA,85.94,4.78,5.07,有,16.0
新店區,房地(土地+建物)+車位,中正路700巷1~30號,32.75,都市：其他:第四種住宅區,,,1100117,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890225,191.68,2,2,2,有,有,18150000,94689,坡道平面,0.0,0,,RPPPMLOJKHGGFCF47DA,101.2,2.16,13.93,有,
新店區,房地(土地+建物)+車位,二十張路31~60號,20.82,都市：其他:第四種住宅區,,,1100115,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821224,154.77,3,2,2,有,有,22000000,142146,坡道平面,0.0,0,,RPRNMLPJKHGGFCF57DA,94.02,2.39,12.34,有,
汐止區,房地(土地+建物),大同路三段601~630號,7.56,都市：其他:第二種住宅區,,,1100124,土地1建物1車位0,二十八層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,78.61,2,1,1,有,有,4270000,54319,,0.0,0,,RPROMLRLJHGGFDF08DA,55.49,0.0,4.15,有,18.0
汐止區,房地(土地+建物)+車位,工建路61~90號,18.25,都市：其他:第二種住宅區,,,1091231,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981120,140.99,3,2,2,有,有,16200000,123330,坡道平面,24.23,1800000,,RPRNMLSJKHGGFDF97DA,65.76,1.46,11.82,有,
淡水區,房地(土地+建物)+車位,沙崙路一段126巷61~90號,20.68,都市：其他:第五之一種住宅區,,,1091115,土地1建物1車位2,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,184.38,2,2,2,有,有,10000000,66463,坡道平面,73.04,2600000,,RPOQMLPLJIPFFEF78DA,64.0,3.81,8.84,有,
淡水區,房地(土地+建物)+車位,沙崙路一段126巷61~90號,18.17,都市：其他:第五之一種住宅區,,,1091204,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,143.70999999999998,2,1,1,有,有,8200000,66704,坡道平面,36.52,1050000,,RPUNMLOKKIPFFEF98DA,58.38,5.46,9.76,有,
淡水區,房地(土地+建物)+車位,民權路211~240號,17.87,都市：其他:住宅區(四),,,1100106,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961005,182.25,4,2,2,有,有,22500000,125450,坡道平面,26.8,3000000,,RPWOMLSJKHGGFEF68DA,92.46,2.72,13.81,有,
淡水區,房地(土地+建物),民權路211~240號,9.16,都市：其他:住宅區(四),,,1100125,土地1建物1車位0,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961005,92.42,2,2,1,有,有,11800000,127678,,0.0,0,陽台外推;,RPOPMLSJKHGGFEF97DA,53.0,0.0,7.75,有,
八里區,房地(土地+建物),中華路二段391~420號,11.16,都市：其他:第三種住宅區。,,,1100104,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841013,107.53,3,2,2,有,有,5300000,49289,,0.0,0,,RPUQMLSJKHGGFEF68DA,68.6,0.86,9.52,有,23.0
中和區,房地(土地+建物)+車位,中正路271~300號,9.17,都市：其他:住宅區,,,1091220,土地2建物1車位1,八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,144.17000000000002,4,2,1,有,有,14000000,97108,坡道機械,0.0,0,陽台外推;其他增建;,RPSQMLLMKIPFFHF66DA,98.16,0.0,11.17,有,29.0
中和區,房地(土地+建物),景平路181~210號,3.09,都市：其他:道路用地,,,1100113,土地3建物1車位0,二十八層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,52.92,0,0,0,無,有,6600000,124717,,0.0,0,陽台外推;,RPRPMLPJKHGGFHF28DA,35.93,0.0,5.04,有,
三峽區,房地(土地+建物),學成路241~270號,7.01,都市：其他:住宅區,,,1100102,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951117,51.19,1,1,1,有,有,5750000,112327,,0.0,0,,RPQOMLPJKHGGFIF18DA,28.33,0.0,5.27,有,
土城區,房地(土地+建物),金城路三段241~270號,3.06,都市：其他:第一種住宅區,,,1100115,土地1建物1車位0,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840905,35.85,1,1,1,有,有,4200000,117155,,0.0,0,,RPXNMLTLJHGGFAF58EA,27.63,0.86,0.0,有,36.0
板橋區,房地(土地+建物),中正路375巷1~30號,18.91,都市：其他:住宅區,,,1091227,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800412,120.24,3,2,2,有,有,15320000,127412,,0.0,0,,RPSPMLSJKHGGFAF08EA,94.9,0.0,10.67,有,
泰山區,房地(土地+建物)+車位,泰林路二段451~480號,29.57,都市：其他:住宅區,,,1100104,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951215,159.79,2,2,2,有,有,11500000,75085,坡道平面,27.94,1600000,陽台外推;其他增建;,RPWOMLPJKHGGFBF18EA,88.01,2.3,7.76,有,
淡水區,房地(土地+建物)+車位,水源街二段177巷61~90號,33.24,都市：其他:住宅區,,,1091213,土地1建物1車位2,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,187.97,6,0,6,有,有,6400000,34048,坡道平面,0.0,0,,RPSNMLSJKHGGFEF28EA,89.02,1.37,10.71,有,
淡水區,房地(土地+建物)+車位,中正東路一段61~90號,13.03,都市：其他:住宅區(四),,,1100101,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011121,104.99,2,1,1,有,有,6900000,65721,坡道平面,36.08,0,,RPPOMLSJKHGGFEF08EA,40.25,0.0,5.26,有,44.0
淡水區,房地(土地+建物),鄧公路1~30號,17.32,都市：其他:住宅區,,,1091214,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860604,89.63,2,2,1,有,有,5900000,65826,,0.0,0,陽台外推;,RPPPMLSJKHGGFEF18EA,63.21,4.18,7.99,有,
淡水區,房地(土地+建物)+車位,沙崙路一段126巷91~120號,26.73,都市：其他:第五之一種住宅區,,,1091222,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,190.45,3,2,2,有,有,12500000,72760,坡道平面,36.52,1300000,,RPQPMLSJKHGGFEF28EA,88.33,4.92,12.48,有,45.0
淡水區,房地(土地+建物)+車位,中山北路二段189巷121~150號,25.97,都市：其他:第三種住宅區。,,,1100127,土地1建物1車位2,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990615,153.4,3,2,2,有,有,13680000,91029,坡道機械,17.4,1300000,原為二個坡道機械車位拆除機械設備變更為一個坡道車道平面車位使用其他增建;,RPOQMLTJKHGGFEF28EA,80.11,5.19,10.57,有,
中和區,房地(土地+建物),中正路751~780號,3.08,都市：其他:住宅區,,,1091230,土地1建物1車位0,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850919,43.87,1,1,1,有,有,5300000,120811,,0.0,0,其他增建;,RPXNMLSJKHGGFHF09EA,27.29,0.0,4.11,有,51.0
中和區,房地(土地+建物),橋和路160巷1~30號,5.28,都市：其他:住宅區,,,1100116,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871230,41.15,1,1,1,有,有,5500000,133690,,0.0,0,其他增建;,RPOOMLSJKHGGFHF28EA,26.67,0.0,3.9,有,52.0
樹林區,房地(土地+建物)+車位,佳園路三段481~510號,22.71,都市：其他:住宅區,,,1091205,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950425,169.37,4,2,2,有,有,15000000,96753,坡道平面,29.84,1500000,其他增建;,RPTOMLSJKHGGFIF88EA,97.88,1.92,4.72,有,61.0
三重區,房地(土地+建物)+車位,中正北路165巷61~90號,20.84,都市：其他:住宅區,,,1100102,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970201,158.82999999999998,3,2,2,有,有,19000000,119625,坡道平面,26.55,0,,RPPNMLTJKHGGFGF28EA,87.36,0.0,9.72,有,
淡水區,房地(土地+建物)+車位,新市三路二段241~270號,9.93,都市：其他:第三之一種中心商業區,,,1100104,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,10400000,74584,坡道平面,30.46,1300000,,RPPNMLRKKHGGFEF97EA,65.97,9.22,5.95,有,
淡水區,房地(土地+建物)+車位,淡金路一段571~600號,27.47,都市：其他:第五種住宅區,,,1100110,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,188.0,3,2,2,有,有,12250000,72898,坡道平面,37.79,1300000,,RPXQMLRKKHGGFEF09EA,87.84,6.84,9.98,有,69.0
淡水區,房地(土地+建物)+車位,淡金路二段91~120號,26.23,都市：其他:第五種住宅區,,,1091231,土地1建物1車位2,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,177.55,2,2,2,有,有,13000000,75126,坡道機械,20.48,1200000,兩個車位價格共新台幣120萬元整，無法拆分。其他增建;,RPSNMLSKKHGGFEF38EA,92.73,9.58,6.13,有,
淡水區,房地(土地+建物)+車位,沙崙路151巷26弄1~30號,49.6,都市：其他:住宅區,,,1100112,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040113,279.66999999999996,4,2,2,有,有,18180000,65005,坡道平面,57.98,0,,RPUNMLTJKHGGFEF58EA,137.53,0.0,18.7,有,70.0
淡水區,房地(土地+建物),濱海路一段421~450號,22.47,都市：其他:第五種住宅區,,,1100108,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061201,143.32,3,2,2,有,有,9600000,66983,,0.0,0,,RPROMLTJKHGGFEF38EA,80.73,2.25,13.46,有,
新店區,房地(土地+建物)+車位,溪園路421~450號,11.68,都市：其他:第四種住宅區,,,1091228,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911121,129.1,3,2,2,有,有,18000000,147101,坡道平面,23.73,2500000,陽台外推;,RPQOMLSJKHGGFCF97EA,60.37,0.0,24.73,有,71.0
泰山區,房地(土地+建物)+車位,民權街91~120號,10.29,都市：其他:市場用地,,,1100109,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950602,142.61,3,2,2,有,有,11100000,82058,坡道平面,25.62,1500000,其他增建;,RPXWMLTJKHGGFBF86EA,78.07,1.96,5.81,有,
新莊區,房地(土地+建物)+車位,立信三街61~90號,10.01,都市：其他:住宅區,,,1091231,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940331,104.12,2,2,1,有,有,12000000,115252,坡道平面,0.0,0,,RPONNLTJKHGGFBF77EA,45.9,2.92,7.15,有,77.0
板橋區,房地(土地+建物),南雅東路1~30號,3.25,都市：其他:住宅區,,,1100119,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960814,34.18,1,1,1,有,有,5250000,153599,,0.0,0,陽台外推;,RPRQMLTJKHGGFAF18EA,15.31,0.0,8.75,有,79.0
樹林區,房地(土地+建物)+車位,學勤路241~270號,20.42,都市：其他:商業區,,,1100131,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,222.67,4,2,2,有,有,19300000,86675,坡道平面,38.04,0,陽台外推;,RPRPMLSJKHGGFIF68DA,111.71,0.0,15.64,有,80.0
板橋區,房地(土地+建物),中山路一段151~180號,6.67,都市：其他:第一種特定專用區(都市更新地區),,,1090110,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980427,44.44,1,1,1,有,有,8800000,198020,,0.0,0,,RPPQMLSJKHGGFAF87EA,26.52,1.46,0.0,有,81.0
中和區,房地(土地+建物),中興街202巷1~30號,20.85,都市：其他:住宅區,,,1100108,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841117,115.36,3,2,2,有,有,15000000,130028,,0.0,0,,RPRQMLRKKHGGFHF68DA,81.26,1.32,8.17,有,
三重區,房地(土地+建物),中正南路8巷1~30號,5.98,都市：其他:道路用地,,,1091228,土地4建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020122,53.71,2,1,1,有,有,9450000,175945,,0.0,0,,RPSOMLSJKHGGFGF48DA,28.57,1.44,3.24,有,87.0
淡水區,房地(土地+建物),沙崙路一段1~30號,16.17,都市：其他:第三種住宅區。,,,1091221,土地1建物1車位0,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,85.82,2,1,1,有,有,6380000,74342,,0.0,0,預售屋、或土地及建物分次登記案件;,RPSRMLPLJHGGFEF38DA,49.91,4.83,5.36,有,
淡水區,房地(土地+建物),沙崙路一段1~30號,24.3,都市：其他:第三種住宅區。,,,1091220,土地1建物1車位0,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,123.81,3,1,2,有,有,9060000,73177,,0.0,0,預售屋、或土地及建物分次登記案件;,RPVOMLTLJHGGFEF78DA,74.92,4.83,5.36,有,
汐止區,房地(土地+建物)+車位,國興街30巷1~30號,40.99,,鄉村區,乙種建築用地,1091213,土地3建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861210,198.93,3,2,2,有,有,18180000,91389,坡道平面,0.0,0,陽台外推;其他增建;,RPPNMLSJKHGGFDF77DA,118.33,0.0,13.06,有,
汐止區,房地(土地+建物),福德一路61~90號,5.31,都市：其他:第二種住宅區,,,1100107,土地2建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860305,35.58,1,1,1,有,有,3600000,101180,,0.0,0,其他:陽台加裝窗其他增建;,RPWOMLPJKHGGFDF28DA,22.91,0.0,3.72,有,
汐止區,房地(土地+建物)+車位,中興路151~180號,19.13,都市：其他:第二種住宅區,,,1100105,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,151.09,3,2,2,有,有,16500000,115444,坡道平面,27.22,2200000,,RPSOMLSJKHGGFDF18DA,67.72,6.61,9.26,有,95.0
汐止區,房地(土地+建物),新臺五路二段241~270號,7.07,都市：其他:保護區,,,1091226,土地2建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840320,54.790000000000006,1,1,1,有,有,3000000,54755,,0.0,0,,RPTOMLSJKHGGFDF28DA,39.47,0.0,6.91,有,
新店區,房地(土地+建物)+車位,安民街156巷1~30號,23.03,都市：其他:第三種住宅區。,,,1100108,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010223,176.25,4,2,2,有,有,19300000,116081,坡道平面,29.8,2300000,,RPTNMLTJKHGGFCF18DA,96.02,8.42,7.76,有,
五股區,房地(土地+建物)+車位,成泰路一段189巷1~30號,35.51,都市：其他:住宅區,,,1100109,土地1建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830402,244.48,4,2,3,有,有,14350000,58696,坡道平面,37.86,0,,RPQVMLTJKHGGFBF58DA,160.99,0.6,21.3,有,
新莊區,房地(土地+建物)+車位,立信五街1~30號,17.18,都市：其他:住宅區,,,1100110,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951229,140.18,3,2,2,有,有,17700000,126266,坡道平面,23.18,0,,RPXUMLSJKHGGFBF09DA,74.91,1.23,8.62,有,104.0
林口區,房地(土地+建物)+車位,文化三路一段331~360號,16.98,都市：其他:中心商業區,,,1091229,土地2建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,175.3,3,2,2,有,有,14980000,85454,坡道平面,34.76,0,,RPRQMLSJKHGGFBF08DA,87.69,0.0,11.67,有,
土城區,房地(土地+建物),福安街61~90號,15.65,都市：其他:道路用地,,,1100112,土地2建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921126,107.62,3,2,2,有,有,9800000,91061,,0.0,0,陽台外推;,RPVOMLTLJHGGFAF38DA,66.17,1.11,11.13,有,108.0
板橋區,房地(土地+建物),廣和街61~90號,7.78,都市：其他:住宅區,,,1100114,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971120,71.84,2,1,1,有,有,9460000,131682,,0.0,0,,RPWOMLSJKHGGFAF28DA,34.56,4.64,7.54,有,110.0
板橋區,房地(土地+建物)+車位,中山路一段181~210號,21.13,都市：其他:第二種特定專用區,,,1091102,土地1建物1車位2,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011026,345.71000000000004,3,2,3,有,有,55500000,160544,坡道平面,72.06,0,,RPTOMLSJKHGGFAF97DA,166.1,5.64,19.61,有,
